Vardas              Pavarde             Galutinis balas     
Vardas25937         Pavarde25937        6.68                
Vardas25939         Pavarde25939        6.88                
Vardas2594          Pavarde2594         6.8                 
Vardas25940         Pavarde25940        8                   
Vardas25943         Pavarde25943        7.96                
Vardas25944         Pavarde25944        6.68                
Vardas25945         Pavarde25945        6.04                
Vardas25947         Pavarde25947        7.12                
Vardas25948         Pavarde25948        6.76                
Vardas25949         Pavarde25949        6.04                
Vardas25951         Pavarde25951        7.92                
Vardas25953         Pavarde25953        7.6                 
Vardas25954         Pavarde25954        7.92                
Vardas25957         Pavarde25957        7.16                
Vardas25958         Pavarde25958        7.24                
Vardas25959         Pavarde25959        8.48                
Vardas25960         Pavarde25960        6.8                 
Vardas25963         Pavarde25963        5.6                 
Vardas25964         Pavarde25964        6.56                
Vardas25965         Pavarde25965        5.08                
Vardas25966         Pavarde25966        8.56                
Vardas25967         Pavarde25967        6.32                
Vardas25968         Pavarde25968        7.8                 
Vardas2597          Pavarde2597         6.48                
Vardas25971         Pavarde25971        6.44                
Vardas25972         Pavarde25972        5.64                
Vardas25975         Pavarde25975        5.88                
Vardas25977         Pavarde25977        5.12                
Vardas25983         Pavarde25983        6.88                
Vardas25985         Pavarde25985        7.92                
Vardas25987         Pavarde25987        7.08                
Vardas25989         Pavarde25989        6.76                
Vardas25991         Pavarde25991        7.4                 
Vardas25992         Pavarde25992        5.72                
Vardas25993         Pavarde25993        7.16                
Vardas25994         Pavarde25994        7.8                 
Vardas25995         Pavarde25995        6.84                
Vardas25996         Pavarde25996        7.2                 
Vardas25998         Pavarde25998        8.08                
Vardas25999         Pavarde25999        6.76                
Vardas26            Pavarde26           5.8                 
Vardas26000         Pavarde26000        5.32                
