Vardas              Pavarde             Galutinis balas     
Vardas19301         Pavarde19301        4.84                
Vardas19303         Pavarde19303        2.56                
Vardas19304         Pavarde19304        3.52                
Vardas19306         Pavarde19306        3.88                
Vardas19308         Pavarde19308        4.92                
Vardas19309         Pavarde19309        2.16                
Vardas19310         Pavarde19310        3.76                
Vardas19314         Pavarde19314        1.72                
Vardas19316         Pavarde19316        3.08                
Vardas19317         Pavarde19317        4.08                
Vardas19319         Pavarde19319        2.28                
Vardas19320         Pavarde19320        2.28                
Vardas19328         Pavarde19328        2.8                 
Vardas1933          Pavarde1933         4.56                
Vardas19333         Pavarde19333        3.84                
Vardas19334         Pavarde19334        3.92                
Vardas19335         Pavarde19335        2.8                 
Vardas19336         Pavarde19336        2.4                 
Vardas19337         Pavarde19337        3.4                 
Vardas19342         Pavarde19342        4.64                
Vardas19345         Pavarde19345        2.24                
Vardas19346         Pavarde19346        4.92                
Vardas19349         Pavarde19349        4.44                
Vardas1935          Pavarde1935         2.2                 
Vardas19350         Pavarde19350        2.84                
Vardas19356         Pavarde19356        4.56                
Vardas19357         Pavarde19357        2.12                
Vardas19358         Pavarde19358        2.92                
Vardas19359         Pavarde19359        4.76                
Vardas1936          Pavarde1936         2.68                
Vardas19360         Pavarde19360        4.12                
Vardas19365         Pavarde19365        2.04                
Vardas19367         Pavarde19367        2.92                
Vardas19368         Pavarde19368        2.2                 
Vardas19369         Pavarde19369        3                   
Vardas1937          Pavarde1937         3.28                
Vardas19370         Pavarde19370        2.72                
Vardas19372         Pavarde19372        2.24                
Vardas19378         Pavarde19378        1.68                
Vardas19379         Pavarde19379        1.88                
Vardas19380         Pavarde19380        3.68                
Vardas19381         Pavarde19381        2.2                 
Vardas19382         Pavarde19382        3.84                
